verse	position	greek	strong	transliteration	gloss	inflected
6:25	11	φάγητε	G5315	phagēte	you will eat	you will eat
6:25	12	ἢ	G2228	ē	or	or
6:25	13	τί	G5101	ti	-	-
6:25	14	πίητε	G4095	piēte	drink	drink
6:25	15	μηδὲ	G3366	mēde	or	or
6:25	16	τῷ	G3588	tō	-	-
6:25	17	ὑμῶν	G4771	hymōn	[about] your	[about] your
6:25	18	σώματι	G4983	sōmati	body	body
6:25	19	τί	G5101	ti	what	what
6:25	20	ἐνδύσησθε	G1746	endysēsthe	you will wear	you will wear
6:25	21	ἐστιν	G1510	estin	Is	Is
6:25	22	οὐχὶ	G3780	ouchi	not	not
6:25	23	ἡ	G3588	hē	-	-
6:25	24	ψυχὴ	G5590	psychē	life	life
6:25	25	πλεῖόν	G4119	pleion	more	more
6:25	26	τῆς	G3588	tēs	than	than
6:25	27	τροφῆς	G5160	trophēs	food	food
6:25	28	καὶ	G2532	kai	and	and
6:25	29	τὸ	G3588	to	the	the
6:25	30	σῶμα	G4983	sōma	body	body
6:25	31	τοῦ	G3588	tou	[more] than	[more] than
6:25	32	ἐνδύματος	G1742	endymatos	clothes	clothes
6:26	1	ἐμβλέψατε	G1689	emblepsate	Look	Look
6:26	2	εἰς	G1519	eis	at	at
6:26	3	τὰ	G3588	ta	the	the
6:26	4	πετεινὰ	G4071	peteina	birds	birds
6:26	5	τοῦ	G3588	tou	of the	of the
6:26	6	οὐρανοῦ	G3772	ouranou	air	air
6:26	7	ὅτι	G3754	hoti	-	-
6:26	8	σπείρουσιν	G4687	speirousin	They do not sow	They do not sow
6:26	9	οὐ	G3756	ou	. . .	. . .
6:26	10	οὐδὲ	G3761	oude	[or]	[or]
6:26	11	θερίζουσιν	G2325	therizousin	reap	reap
6:26	12	οὐδὲ	G3761	oude	[or]	[or]
6:26	13	συνάγουσιν	G4863	synagousin	gather	gather
6:26	14	εἰς	G1519	eis	into	into
6:26	15	ἀποθήκας	G596	apothēkas	barns	barns
6:26	16	καὶ	G2532	kai	and yet	and yet
6:26	17	ὁ	G3588	ho	-	-
6:26	18	ὑμῶν	G4771	hymōn	your	your
6:26	19	ὁ	G3588	ho	-	-
6:26	20	οὐράνιος	G3770	ouranios	heavenly	heavenly
6:26	21	Πατὴρ	G3962	Patēr	Father	Father
6:26	22	τρέφει	G5142	trephei	feeds	feeds
6:26	23	αὐτά	G846	auta	them	them
6:26	24	ὑμεῖς	G4771	hymeis	{Are} you	{Are} you
6:26	25	οὐχ	G3756	ouch	not	not
6:26	26	μᾶλλον	G3123	mallon	much	much
6:26	27	διαφέρετε	G1308	diapherete	more valuable	more valuable
6:26	28	αὐτῶν	G846	autōn	than they	than they
6:27	1	δὲ	G1161	de	-	-
6:27	2	τίς	G5101	tis	Who	Who
6:27	3	ὑμῶν	G4771	hymōn	of you	of you
6:27	4	ἐξ	G1537	ex	by	by
6:27	5	μεριμνῶν	G3309	merimnōn	worrying	worrying
6:27	6	δύναται	G1410	dynatai	can	can
6:27	7	προσθεῖναι	G4369	prostheinai	add	add
6:27	8	ἕνα	G1520	hena	a single	a single
6:27	9	πῆχυν	G4083	pēchyn	hour	hour
6:27	10	ἐπὶ	G1909	epi	to	to
6:27	11	τὴν	G3588	tēn	-	-
6:27	12	αὐτοῦ	G846	autou	his	his
6:27	13	ἡλικίαν	G2244	hēlikian	life	life
6:28	1	Καὶ	G2532	Kai	And	And
6:28	2	τί	G5101	ti	why	why
6:28	3	μεριμνᾶτε	G3309	merimnate	do you worry	do you worry
6:28	4	περὶ	G4012	peri	about	about
6:28	5	ἐνδύματος	G1742	endymatos	clothes	clothes
6:28	6	καταμάθετε	G2648	katamathete	Consider	Consider
6:28	7	πῶς	G4459	pōs	how	how
6:28	8	τὰ	G3588	ta	the	the
6:28	9	κρίνα	G2918	krina	lilies	lilies
6:28	10	τοῦ	G3588	tou	of the	of the
6:28	11	ἀγροῦ	G68	agrou	field	field
6:28	12	αὐξάνουσιν	G837	auxanousin	grow	grow
6:28	13	οὐ	G3756	ou	[They do] not	[They do] not
6:28	14	κοπιῶσιν	G2872	kopiōsin	labor	labor
6:28	15	οὐδὲ	G3761	oude	[or]	[or]
6:28	16	νήθουσιν	G3514	nēthousin	spin	spin
6:29	1	δὲ	G1161	de	Yet	Yet
6:29	2	λέγω	G3004	legō	I tell	I tell
6:29	3	ὑμῖν	G4771	hymin	you	you
6:29	4	ὅτι	G3754	hoti	that	that
6:29	5	οὐδὲ	G3761	oude	not even	not even
6:29	6	Σολομὼν	G4672	Solomōn	Solomon	Solomon
6:29	7	ἐν	G1722	en	in	in
6:29	8	πάσῃ	G3956	pasē	all	all
6:29	9	τῇ	G3588	tē	-	-
6:29	10	αὐτοῦ	G846	autou	his	his
6:29	11	δόξῃ	G1391	doxē	glory	glory
6:29	12	περιεβάλετο	G4016	periebaleto	was adorned	was adorned
6:29	13	ὡς	G5613	hōs	like	like
6:29	14	ἓν	G1520	hen	one	one
6:29	15	τούτων	G3778	toutōn	of these	of these
6:30	1	δὲ	G1161	de	-	-
6:30	2	εἰ	G1487	ei	If	If
6:30	3	οὕτως	G3779	houtōs	that is how	that is how
6:30	4	ὁ	G3588	ho	-	-
6:30	5	Θεὸς	G2316	Theos	God	God
6:30	6	ἀμφιέννυσιν	G294	amphiennysin	clothes	clothes
6:30	7	τὸν	G3588	ton	the	the
6:30	8	χόρτον	G5528	chorton	grass	grass
6:30	9	τοῦ	G3588	tou	of the	of the
6:30	10	ἀγροῦ	G68	agrou	field	field
6:30	11	ὄντα	G1510	onta	which is [here]	which is [here]
6:30	12	σήμερον	G4594	sēmeron	today	today
6:30	13	καὶ	G2532	kai	and	and
6:30	14	αὔριον	G839	aurion	tomorrow	tomorrow
6:30	15	βαλλόμενον	G906	ballomenon	[is] thrown	[is] thrown
6:30	16	εἰς	G1519	eis	into	into
6:30	17	κλίβανον	G2823	klibanon	the furnace	the furnace
6:30	18	οὐ	G3756	ou	[will He] not	[will He] not
6:30	19	πολλῷ	G4183	pollō	much	much
6:30	20	μᾶλλον	G3123	mallon	more	more
6:30	21	ὑμᾶς	G4771	hymas	[clothe] you	[clothe] you
6:30	22	ὀλιγόπιστοι	G3640	oligopistoi	O [you] of little faith	O [you] of little faith
6:31	1	οὖν	G3767	oun	Therefore	Therefore
6:31	2	Μὴ	G3361	Mē	[do] not	[do] not
6:31	3	μεριμνήσητε	G3309	merimnēsēte	worry	worry
6:31	4	λέγοντες	G3004	legontes	saying	saying
6:31	5	Τί	G5101	Ti	What	What
6:31	6	φάγωμεν	G5315	phagōmen	shall we eat	shall we eat
6:31	7	ἤ	G2228	ē	or	or
6:31	8	Τί	G5101	Ti	What	What
6:31	9	πίωμεν	G4095	piōmen	shall we drink	shall we drink
6:31	10	ἤ	G2228	ē	or	or
6:31	11	Τί	G5101	Ti	What	What
6:31	12	περιβαλώμεθα	G4016	peribalōmetha	shall we wear	shall we wear
6:32	1	γὰρ	G1063	gar	For	For
6:32	2	τὰ	G3588	ta	the	the
6:32	3	ἔθνη	G1484	ethnē	Gentiles	Gentiles
6:32	4	ἐπιζητοῦσιν	G1934	epizētousin	strive after	strive after
6:32	5	πάντα	G3956	panta	all	all
6:32	6	ταῦτα	G3778	tauta	these things	these things
6:32	7	γὰρ	G1063	gar	[and]	[and]
6:32	8	ὁ	G3588	ho	-	-
6:32	9	ὑμῶν	G4771	hymōn	your	your
6:32	10	ὁ	G3588	ho	-	-
6:32	11	οὐράνιος	G3770	ouranios	heavenly	heavenly
6:32	12	Πατὴρ	G3962	Patēr	Father	Father
6:32	13	οἶδεν	G1492	oiden	knows	knows
6:32	14	ὅτι	G3754	hoti	that	that
6:32	15	χρῄζετε	G5535	chrēzete	you need	you need
6:32	16	ἁπάντων	G537	hapantōn	-	-
6:32	17	τούτων	G3778	toutōn	them	them
6:33	1	δὲ	G1161	de	But	But
6:33	2	ζητεῖτε	G2212	zēteite	seek	seek
6:33	3	πρῶτον	G4412	prōton	first	first
6:33	4	τὴν	G3588	tēn	the	the
6:33	5	βασιλείαν	G932	basileian	kingdom	kingdom
6:33	6	τοῦ	G3588	tou	of	of
6:33	7	θεοῦ	G2316	theou	God	God
6:33	8	καὶ	G2532	kai	and	and
6:33	9	τὴν	G3588	tēn	-	-
6:33	10	αὐτοῦ	G846	autou	His	His
6:33	11	δικαιοσύνην	G1343	dikaiosynēn	righteousness	righteousness
6:33	12	καὶ	G2532	kai	and	and
6:33	13	πάντα	G3956	panta	all	all
6:33	14	ταῦτα	G3778	tauta	these things	these things
6:33	15	προστεθήσεται	G4369	prostethēsetai	will be added	will be added
6:33	16	ὑμῖν	G4771	hymin	unto you	unto you
6:34	1	οὖν	G3767	oun	Therefore	Therefore
6:34	2	Μὴ	G3361	Mē	[do] not	[do] not
6:34	3	μεριμνήσητε	G3309	merimnēsēte	worry	worry
6:34	4	εἰς	G1519	eis	about	about
6:34	5	τὴν	G3588	tēn	-	-
6:34	6	αὔριον	G839	aurion	tomorrow	tomorrow
6:34	7	ἡ	G3588	hē	-	-
6:34	8	γὰρ	G1063	gar	for	for
6:34	9	αὔριον	G839	aurion	tomorrow	tomorrow
6:34	10	μεριμνήσει	G3309	merimnēsei	will worry about	will worry about
6:34	11	ἑαυτῆς	G1438	heautēs	itself	itself
6:34	12	τῇ	G3588	tē	vvv	vvv
6:34	13	ἡμέρᾳ	G2250	hēmera	Today	Today
6:34	14	ἀρκετὸν	G713	arketon	[has] enough	[has] enough
6:34	15	κακία	G2549	kakia	trouble	trouble
6:34	16	ἡ	G3588	hē	-	-
6:34	17	αὐτῆς	G846	autēs	of its own	of its own
7:1	1	Μὴ	G3361	Mē	[Do] not	[Do] not
7:1	2	κρίνετε	G2919	krinete	judge	judge
7:1	3	ἵνα	G2443	hina	or	or
7:1	4	μὴ	G3361	mē	. . .	. . .
7:1	5	κριθῆτε	G2919	krithēte	you will be judged	you will be judged
7:2	1	γὰρ	G1063	gar	For	For
7:2	2	ἐν	G1722	en	with	with
7:2	3	ᾧ	G3739	hō	the same	the same
7:2	4	κρίματι	G2917	krimati	judgment	judgment
7:2	5	κρίνετε	G2919	krinete	you pronounce	you pronounce
7:2	6	κριθήσεσθε	G2919	krithēsesthe	you will be judged	you will be judged
7:2	7	καὶ	G2532	kai	and	and
7:2	8	ἐν	G1722	en	with	with
7:2	9	ᾧ	G3739	hō	the	the
7:2	10	μέτρῳ	G3358	metrō	measure	measure
7:2	11	μετρεῖτε	G3354	metreite	you [use]	you [use]
7:2	12	μετρηθήσεται	G3354	metrēthēsetai	it will be measured	it will be measured
7:2	13	ὑμῖν	G4771	hymin	to you	to you
7:3	1	δὲ	G1161	de	-	-
7:3	2	Τί	G5101	Ti	Why	Why
7:3	3	βλέπεις	G991	blepeis	do you look at	do you look at
7:3	4	τὸ	G3588	to	the	the
7:3	5	κάρφος	G2595	karphos	speck	speck
7:3	6	τὸ	G3588	to	-	-
7:3	7	ἐν	G1722	en	in	in
7:3	8	τῷ	G3588	tō	-	-
7:3	9	τοῦ	G3588	tou	-	-
7:3	10	σου	G4771	sou	your	your
7:3	11	ἀδελφοῦ	G80	adelphou	brother’s	brother’s
7:3	12	ὀφθαλμῷ	G3788	ophthalmō	eye	eye
7:3	13	τὴν	G3588	tēn	-	-
7:3	14	δὲ	G1161	de	but	but
7:3	15	οὐ	G3756	ou	fail	fail
7:3	16	κατανοεῖς	G2657	katanoeis	to notice	to notice
7:3	17	δοκὸν	G1385	dokon	[the] beam	[the] beam
7:3	18	ἐν	G1722	en	in	in
7:3	19	τῷ	G3588	tō	-	-
7:3	20	σῷ	G4674	sō	your [own]	your [own]
7:3	21	ὀφθαλμῷ	G3788	ophthalmō	eye	eye
7:4	1	ἢ	G2228	ē	-	-
7:4	2	πῶς	G4459	pōs	How	How
7:4	3	ἐρεῖς	G2046	ereis	can you say	can you say
7:4	4	τῷ	G3588	tō	to	to
7:4	5	σου	G4771	sou	your	your
7:4	6	ἀδελφῷ	G80	adelphō	brother	brother
7:4	7	Ἄφες	G863	Aphes	Let	Let
7:4	8	ἐκβάλω	G1544	ekbalō	me take	me take
7:4	9	τὸ	G3588	to	the	the
7:4	10	κάρφος	G2595	karphos	speck	speck
7:4	11	ἐκ	G1537	ek	out of	out of
7:4	12	τοῦ	G3588	tou	-	-
7:4	13	σου	G4771	sou	your	your
7:4	14	ὀφθαλμοῦ	G3788	ophthalmou	eye	eye
7:4	15	καὶ	G2532	kai	while	while
7:4	16	ἰδοὺ	G2400	idou	[there is still]	[there is still]
7:4	17	ἡ	G3588	hē	-	-
7:4	18	δοκὸς	G1385	dokos	a beam	a beam
7:4	19	ἐν	G1722	en	in	in
7:4	20	σοῦ	G4771	sou	your	your
7:4	21	τῷ	G3588	tō	[own]	[own]
7:4	22	ὀφθαλμῷ	G3788	ophthalmō	eye	eye
7:5	1	ὑποκριτά	G5273	hypokrita	You hypocrite	You hypocrite
7:5	2	πρῶτον	G4412	prōton	First	First
7:5	3	ἔκβαλε	G1544	ekbale	take	take
7:5	4	τὴν	G3588	tēn	the	the
7:5	5	δοκόν	G1385	dokon	beam	beam
7:5	6	ἐκ	G1537	ek	out of	out of
7:5	7	τοῦ	G3588	tou	-	-
7:5	8	σοῦ	G4771	sou	your [own]	your [own]
7:5	9	ὀφθαλμοῦ	G3788	ophthalmou	eye	eye
7:5	10	καὶ	G2532	kai	and	and
7:5	11	τότε	G5119	tote	then	then
7:5	12	διαβλέψεις	G1227	diablepseis	you will see clearly	you will see clearly
7:5	13	ἐκβαλεῖν	G1544	ekbalein	to remove	to remove
7:5	14	τὸ	G3588	to	the	the
7:5	15	κάρφος	G2595	karphos	speck	speck
7:5	16	ἐκ	G1537	ek	from	from
7:5	17	τοῦ	G3588	tou	-	-
7:5	18	τοῦ	G3588	tou	-	-
7:5	19	σου	G4771	sou	your	your
7:5	20	ἀδελφοῦ	G80	adelphou	brother’s	brother’s
7:5	21	ὀφθαλμοῦ	G3788	ophthalmou	eye	eye
7:6	1	Μὴ	G3361	Mē	{Do} not	{Do} not
7:6	2	δῶτε	G1325	dōte	give	give
7:6	3	τοῖς	G3588	tois	-	-
7:6	4	κυσίν	G2965	kysin	dogs	dogs
7:6	5	τὸ	G3588	to	what is	what is
7:6	6	ἅγιον	G40	hagion	holy	holy
7:6	7	μηδὲ	G3366	mēde	{do} not	{do} not
7:6	8	βάλητε	G906	balēte	throw	throw
7:6	9	τοὺς	G3588	tous	-	-
7:6	10	ὑμῶν	G4771	hymōn	your	your
7:6	11	μαργαρίτας	G3135	margaritas	pearls	pearls
7:6	12	ἔμπροσθεν	G1715	emprosthen	before	before
7:6	13	τῶν	G3588	tōn	-	-
7:6	14	χοίρων	G5519	choirōn	swine	swine
7:6	15	ποτε	G4219	pote	If you do	If you do
7:6	16	μή‿	G3361	mē	. . .	. . .
7:6	17	καταπατήσουσιν	G2662	katapatēsousin	they may trample	they may trample
7:6	18	αὐτοὺς	G846	autous	them	them
7:6	19	ἐν	G1722	en	under	under
7:6	20	τοῖς	G3588	tois	-	-
7:6	21	αὐτῶν	G846	autōn	their	their
7:6	22	ποσὶν	G4228	posin	feet	feet
7:6	23	καὶ	G2532	kai	and	and
7:6	24	στραφέντες	G4762	straphentes	then turn [and]	then turn [and]
7:6	25	ῥήξωσιν	G4486	rhēxōsin	tear you to pieces	tear you to pieces
7:6	26	ὑμᾶς	G4771	hymas	. . .	. . .
7:7	1	Αἰτεῖτε	G154	Aiteite	Ask	Ask
7:7	2	καὶ	G2532	kai	and	and
7:7	3	δοθήσεται	G1325	dothēsetai	it will be given	it will be given
7:7	4	ὑμῖν	G4771	hymin	to you	to you
7:7	5	ζητεῖτε	G2212	zēteite	seek	seek
7:7	6	καὶ	G2532	kai	and	and
7:7	7	εὑρήσετε	G2147	heurēsete	you will find	you will find
7:7	8	κρούετε	G2925	krouete	knock	knock
7:7	9	καὶ	G2532	kai	and	and
7:7	10	ἀνοιγήσεται	G455	anoigēsetai	[the door] will be opened	[the door] will be opened
7:7	11	ὑμῖν	G4771	hymin	to you	to you
7:8	1	γὰρ	G1063	gar	For	For
7:8	2	πᾶς	G3956	pas	everyone	everyone
7:8	3	ὁ	G3588	ho	-	-
7:8	4	αἰτῶν	G154	aitōn	who asks	who asks
7:8	5	λαμβάνει	G2983	lambanei	receives	receives
7:8	6	καὶ	G2532	kai	-	-
7:8	7	ὁ	G3588	ho	he who	he who
7:8	8	ζητῶν	G2212	zētōn	seeks	seeks
7:8	9	εὑρίσκει	G2147	heuriskei	finds	finds
7:8	10	καὶ	G2532	kai	and	and
7:8	11	τῷ	G3588	tō	to him who	to him who
7:8	12	κρούοντι	G2925	krouonti	knocks	knocks
7:8	13	ἀνοιγήσεται	G455	anoigēsetai	[the door] will be opened	[the door] will be opened
7:9	1	Ἢ	G2228	Ē	-	-
7:9	2	τίς	G5101	tis	Which	Which
7:9	3	ἄνθρωπος	G444	anthrōpos	. . .	. . .
7:9	4	ἐστιν	G1510	estin	-	-
7:9	5	ἐξ	G1537	ex	of	of
7:9	6	ὑμῶν	G4771	hymōn	you	you
7:9	7	ὃν	G3739	hon	if his	if his
7:9	8	ὁ	G3588	ho	. . .	. . .
7:9	9	αὐτοῦ	G846	autou	. . .	. . .
7:9	10	υἱὸς	G5207	huios	son	son
7:9	11	αἰτήσει	G154	aitēsei	asks for	asks for
7:9	12	ἄρτον	G740	arton	bread	bread
7:9	13	ἐπιδώσει	G1929	epidōsei	will give	will give
7:9	14	μὴ	G3361	mē	. . .	. . .
7:9	15	αὐτῷ	G846	autō	him	him
7:9	16	λίθον	G3037	lithon	a stone	a stone
7:10	1	ἢ	G2228	ē	Or	Or
7:10	2	καὶ	G2532	kai	[if]	[if]
7:10	3	αἰτήσει	G154	aitēsei	he asks for	he asks for
7:10	4	ἰχθὺν	G2486	ichthyn	a fish	a fish
7:10	5	ἐπιδώσει	G1929	epidōsei	will give	will give
7:10	6	μὴ	G3361	mē	. . .	. . .
7:10	7	αὐτῷ	G846	autō	him	him
7:10	8	ὄφιν	G3789	ophin	a snake	a snake
7:11	1	οὖν	G3767	oun	So	So
7:11	2	εἰ	G1487	ei	if	if
7:11	3	ὑμεῖς	G4771	hymeis	you	you
7:11	4	ὄντες	G1510	ontes	who are	who are
7:11	5	πονηροὶ	G4190	ponēroi	evil	evil
7:11	6	οἴδατε	G1492	oidate	know how	know how
7:11	7	διδόναι	G1325	didonai	to give	to give
7:11	8	ἀγαθὰ	G18	agatha	good	good
7:11	9	δόματα	G1390	domata	gifts	gifts
7:11	10	τοῖς	G3588	tois	to	to
7:11	11	ὑμῶν	G4771	hymōn	your	your
7:11	12	τέκνοις	G5043	teknois	children	children
7:11	13	πόσῳ	G4214	posō	how much	how much
7:11	14	μᾶλλον	G3123	mallon	more	more
7:11	15	ὁ	G3588	ho	{will}	{will}
7:11	16	ὑμῶν	G4771	hymōn	your	your
7:11	17	Πατὴρ	G3962	Patēr	Father	Father
7:11	18	ὁ	G3588	ho	-	-
7:11	19	ἐν	G1722	en	in	in
7:11	20	τοῖς	G3588	tois	-	-
7:11	21	οὐρανοῖς	G3772	ouranois	heaven	heaven
7:11	22	δώσει	G1325	dōsei	give	give
7:11	23	ἀγαθὰ	G18	agatha	good things	good things
7:11	24	τοῖς	G3588	tois	to those	to those
7:11	25	αἰτοῦσιν	G154	aitousin	who ask	who ask
7:11	26	αὐτόν	G846	auton	Him	Him
7:12	1	Πάντα	G3956	Panta	In everything	In everything
7:12	2	ὅσα	G3745	hosa	. . .	. . .
7:12	3	ἐὰν	G1437	ean	. . .	. . .
7:12	4	οὖν	G3767	oun	then	then
7:12	5	ὑμεῖς	G4771	hymeis	-	-
7:12	6	ποιεῖτε	G4160	poieite	do	do
7:12	7	αὐτοῖς	G846	autois	to others	to others
7:12	8	οὕτως	G3779	houtōs	as	as
7:12	9	καὶ	G2532	kai	. . .	. . .
7:12	10	θέλητε	G2309	thelēte	you would have	you would have
7:12	11	ἵνα	G2443	hina	-	-
7:12	12	ποιῶσιν	G4160	poiōsin	them do	them do
7:12	13	οἱ	G3588	hoi	. . .	. . .
7:12	14	ἄνθρωποι	G444	anthrōpoi	. . .	. . .
7:12	15	ὑμῖν	G4771	hymin	to you	to you
7:12	16	γάρ	G1063	gar	For	For
7:12	17	οὗτος	G3778	houtos	this	this
7:12	18	ἐστιν	G1510	estin	is [the essence of]	is [the essence of]
7:12	19	ὁ	G3588	ho	the	the
7:12	20	νόμος	G3551	nomos	Law	Law
7:12	21	καὶ	G2532	kai	and	and
7:12	22	οἱ	G3588	hoi	the	the
7:12	23	προφῆται	G4396	prophētai	Prophets	Prophets
7:13	1	Εἰσέλθατε	G1525	Eiselthate	Enter	Enter
7:13	2	διὰ	G1223	dia	through	through
7:13	3	τῆς	G3588	tēs	the	the
7:13	4	στενῆς	G4728	stenēs	narrow	narrow
7:13	5	πύλης	G4439	pylēs	gate	gate
7:13	6	ὅτι	G3754	hoti	For	For
7:13	7	πλατεῖα	G4116	plateia	wide [is]	wide [is]
7:13	8	ἡ	G3588	hē	the	the
7:13	9	πύλη	G4439	pylē	gate	gate
7:13	10	καὶ	G2532	kai	and	and
7:13	11	εὐρύχωρος	G2149	eurychōros	broad [is]	broad [is]
7:13	12	ἡ	G3588	hē	the	the
7:13	13	ὁδὸς	G3598	hodos	way	way
7:13	14	ἡ	G3588	hē	that	that
7:13	15	ἀπάγουσα	G520	apagousa	leads	leads
7:13	16	εἰς	G1519	eis	to	to
7:13	17	τὴν	G3588	tēn	-	-
7:13	18	ἀπώλειαν	G684	apōleian	destruction	destruction
7:13	19	καὶ	G2532	kai	and	and
7:13	20	πολλοί	G4183	polloi	many	many
7:13	21	εἰσιν	G1510	eisin	-	-
7:13	22	οἱ	G3588	hoi	-	-
7:13	23	εἰσερχόμενοι	G1525	eiserchomenoi	enter	enter
7:13	24	δι’	G1223	di’	through	through
7:13	25	αὐτῆς	G846	autēs	it	it
7:14	1	ὅτι	G3754	hoti	But	But
7:14	2	στενὴ	G4728	stenē	small [is]	small [is]
7:14	3	ἡ	G3588	hē	the	the
7:14	4	πύλη	G4439	pylē	gate	gate
7:14	5	καὶ	G2532	kai	and	and
7:14	6	τεθλιμμένη	G2346	tethlimmenē	narrow	narrow
7:14	7	ἡ	G3588	hē	the	the
7:14	8	ὁδὸς	G3598	hodos	way	way
7:14	9	ἡ	G3588	hē	that	that
7:14	10	ἀπάγουσα	G520	apagousa	leads	leads
7:14	11	εἰς	G1519	eis	to	to
7:14	12	τὴν	G3588	tēn	-	-
7:14	13	ζωήν	G2222	zōēn	life	life
7:14	14	καὶ	G2532	kai	and	and
7:14	15	ὀλίγοι	G3641	oligoi	only a few	only a few
7:14	16	εἰσὶν	G1510	eisin	-	-
7:14	17	οἱ	G3588	hoi	-	-
7:14	18	εὑρίσκοντες	G2147	heuriskontes	find	find
7:14	19	αὐτήν	G846	autēn	it	it
7:15	1	Προσέχετε	G4337	Prosechete	Beware	Beware
7:15	2	ἀπὸ	G575	apo	of	of
7:15	3	τῶν	G3588	tōn	-	-
7:15	4	ψευδοπροφητῶν	G5578	pseudoprophētōn	false prophets	false prophets
7:15	5	οἵτινες	G3748	hoitines	[They]	[They]
7:15	6	ἔρχονται	G2064	erchontai	come	come
7:15	7	πρὸς	G4314	pros	to	to
7:15	8	ὑμᾶς	G4771	hymas	you	you
7:15	9	ἐν	G1722	en	in	in
7:15	10	προβάτων	G4263	probatōn	sheep’s	sheep’s
7:15	11	ἐνδύμασιν	G1742	endymasin	clothing	clothing
7:15	12	δέ	G1161	de	but	but
7:15	13	ἔσωθεν	G2081	esōthen	inwardly	inwardly
7:15	14	εἰσιν	G1510	eisin	they are	they are
7:15	15	ἅρπαγες	G727	harpages	ravenous	ravenous
7:15	16	λύκοι	G3074	lykoi	wolves	wolves
7:16	1	ἀπὸ	G575	apo	By	By
7:16	2	τῶν	G3588	tōn	-	-
7:16	3	αὐτῶν	G846	autōn	their	their
7:16	4	καρπῶν	G2590	karpōn	fruit	fruit
7:16	5	ἐπιγνώσεσθε	G1921	epignōsesthe	you will recognize	you will recognize
7:16	6	αὐτούς	G846	autous	them	them
7:16	7	μήτι	G3385	mēti	-	-
7:16	8	συλλέγουσιν	G4816	syllegousin	Are grapes gathered	Are grapes gathered
7:16	9	σταφυλὰς	G4718	staphylas	. . .	. . .
7:16	10	ἀπὸ	G575	apo	from	from
7:16	11	ἀκανθῶν	G173	akanthōn	thornbushes	thornbushes
7:16	12	ἢ	G2228	ē	or	or
7:16	13	σῦκα	G4810	syka	figs	figs
7:16	14	ἀπὸ	G575	apo	from	from
7:16	15	τριβόλων	G5146	tribolōn	thistles	thistles
7:17	1	οὕτως	G3779	houtōs	Likewise	Likewise
7:17	2	πᾶν	G3956	pan	every	every
7:17	3	ἀγαθὸν	G18	agathon	good	good
7:17	4	δένδρον	G1186	dendron	tree	tree
7:17	5	ποιεῖ	G4160	poiei	bears	bears
7:17	6	καλοὺς	G2570	kalous	good	good
7:17	7	καρποὺς	G2590	karpous	fruit	fruit
7:17	8	τὸ	G3588	to	-	-
7:17	9	δὲ	G1161	de	but	but
7:17	10	σαπρὸν	G4550	sapron	a bad	a bad
7:17	11	δένδρον	G1186	dendron	tree	tree
7:17	12	ποιεῖ	G4160	poiei	bears	bears
7:17	13	πονηροὺς	G4190	ponērous	bad	bad
7:17	14	καρποὺς	G2590	karpous	fruit	fruit
7:18	1	ἀγαθὸν	G18	agathon	[A] good	[A] good
7:18	2	δένδρον	G1186	dendron	tree	tree
7:18	3	δύναται	G1410	dynatai	cannot	cannot
7:18	4	οὐ	G3756	ou	. . .	. . .
7:18	5	ποιεῖν	G4160	poiein	bear	bear
7:18	6	πονηροὺς	G4190	ponērous	bad	bad
7:18	7	καρποὺς	G2590	karpous	fruit	fruit
7:18	8	σαπρὸν	G4550	sapron	[and a] bad	[and a] bad
7:18	9	δένδρον	G1186	dendron	tree	tree
7:18	10	οὐδὲ	G3761	oude	cannot	cannot
7:18	11	ποιεῖν	G4160	poiein	bear	bear
7:18	12	καλοὺς	G2570	kalous	good	good
7:18	13	καρποὺς	G2590	karpous	fruit	fruit
7:19	1	πᾶν	G3956	pan	Every	Every
7:19	2	δένδρον	G1186	dendron	tree	tree
7:19	3	μὴ	G3361	mē	vvv	vvv
7:19	4	ποιοῦν	G4160	poioun	that does not bear	that does not bear
7:19	5	καλὸν	G2570	kalon	good	good
7:19	6	καρπὸν	G2590	karpon	fruit	fruit
7:19	7	ἐκκόπτεται	G1581	ekkoptetai	is cut down	is cut down
7:19	8	καὶ	G2532	kai	and	and
7:19	9	βάλλεται	G906	balletai	thrown	thrown
7:19	10	εἰς	G1519	eis	into	into
7:19	11	πῦρ	G4442	pyr	[the] fire	[the] fire
7:20	1	ἄρα¦γε	G686	ara¦ge	So then	So then
7:20	2	ἀπὸ	G575	apo	by	by
7:20	3	τῶν	G3588	tōn	-	-
7:20	4	αὐτῶν	G846	autōn	their	their
7:20	5	καρπῶν	G2590	karpōn	fruit	fruit
7:20	6	ἐπιγνώσεσθε	G1921	epignōsesthe	you will recognize	you will recognize
7:20	7	αὐτούς	G846	autous	them	them
7:21	1	Οὐ	G3756	Ou	Not	Not
7:21	2	πᾶς	G3956	pas	everyone	everyone
7:21	3	ὁ	G3588	ho	who	who
7:21	4	λέγων	G3004	legōn	says	says
7:21	5	μοι	G1473	moi	to Me	to Me
7:21	6	Κύριε	G2962	Kyrie	Lord	Lord
7:21	7	Κύριε	G2962	Kyrie	Lord	Lord
7:21	8	εἰσελεύσεται	G1525	eiseleusetai	will enter	will enter
7:21	9	εἰς	G1519	eis	. . .	. . .
